probe_id	gene_symbol	entrez_id	ensembl_id
2491140	DNAH6	1768	ENSG00000115423
2491142	DNAH6	1768	ENSG00000115423
2491144	DNAH6	1768	ENSG00000115423
2491146	DNAH6	1768	ENSG00000115423
2491161	DNAH6	1768	ENSG00000115423
2491163	DNAH6	1768	ENSG00000115423
2491165	DNAH6	1768	ENSG00000115423
2491168	DNAH6	1768	ENSG00000115423
2491191	DNAH6	1768	ENSG00000115423
2491194	DNAH6	1768	ENSG00000115423
2491197	DNAH6	1768	ENSG00000115423
2491199	DNAH6	1768	ENSG00000115423
2491271	TMSB10	9168	ENSG00000034510
2491306	RPS2	6187	ENSG00000140988
2491328	LOC105374838	105374838	NA
2491330	LOC105374838	105374838	NA
2491332	LOC105374838	105374838	NA
2491336	KCMF1	56888	ENSG00000176407
2491380	KCMF1	56888	ENSG00000176407
2491382	KCMF1	56888	ENSG00000176407
2491523	ELMOD3	84173	ENSG00000115459
2491615	MAT2A	4144	ENSG00000168906
2491661	VAMP8	8673	ENSG00000118640
2491676	VAMP5	10791	ENSG00000168899
2491686	RNF181	51255	ENSG00000168894
2491702	USP39	10713	ENSG00000168883
2491745	GNLY	10578	ENSG00000115523
2491788	ATOH8	84913	ENSG00000168874
2491818	ATOH8	84913	ENSG00000168874
2491820	ATOH8	84913	ENSG00000168874
2491822	ATOH8	84913	ENSG00000168874
2491826	LOC284950	284950	NA
2491847	ST3GAL5-AS1	101928113	NA
2492015	MRPL35	51318	ENSG00000132313
2492064	KDM3A	55818	ENSG00000115548
2492156	LOC105374845	105374845	NA
2492245	LOC400965	400965	NA
2492253	ANAPC1P1	100286979	ENSG00000233673
2492335	GCC2	9648	ENSG00000135968
2492426	ANAPC1	64682	ENSG00000153107
2492580	MIR4435-2HG	541471	ENSG00000172965
2492707	ATP13A5	344905	ENSG00000187527
2492740	LOC105374852	105374852	NA
2492753	SMYD1	150572	ENSG00000115593
2492783	THNSL2	55258	ENSG00000144115
2492898	TEX37	200523	ENSG00000172073
2492915	LOC101928371	101928371	ENSG00000225420
2492929	LOC101928403	101928403	ENSG00000234028
2492938	RPIA	22934	ENSG00000153574
2493014	IGKC	3514	NA
2493016	IGKC	3514	NA
2493018	IGKC	3514	NA
2493020	IGKC	3514	NA
2493022	IGKC	3514	NA
2493141	IGKC	3514	NA
2493151	IGKC	3514	NA
2493206	IGKC	3514	NA
2493226	IGKV1-5	28299	NA
2493277	IGKC	3514	NA
2493279	IGKC	3514	NA
2493291	IGKC	3514	NA
2493309	IGK	50802	NA
2493311	IGKV3-20	28912	NA
2493343	IGK	50802	NA
2493345	IGK	50802	NA
2493357	IGKC	3514	NA
2493367	IGKC	3514	NA
2493483	LOC101926969	101926969	NA
2493485	LOC101926969	101926969	NA
2493489	OTOP1	133060	ENSG00000163982
2493533	IGSF3	3321	ENSG00000143061
2493601	IGSF3	3321	ENSG00000143061
2493607	IGSF3	3321	ENSG00000143061
2493609	IGSF3	3321	ENSG00000143061
2493611	IGSF3	3321	ENSG00000143061
2493744	TEKT4	150483	ENSG00000163060
2493746	TEKT4	150483	ENSG00000163060
2493786	LINC00268	441426	NA
2493788	LOC105373487	105373487	NA
2493858	MAL	4118	ENSG00000172005
2493885	MAL	4118	ENSG00000172005
2493943	PROM2	150696	ENSG00000155066
2494099	FAHD2A	51011	ENSG00000115042
2494103	FAHD2A	51011	ENSG00000115042
2494112	LOC105373490	105373490	NA
2494116	LOC105373490	105373490	NA
2494139	LOC100419920	100419920	NA
2494141	LOC100419920	100419920	NA
2494143	LOC100419920	100419920	NA
2494236	LOC101926959	101926959	NA
2494240	GPAT2	150763	ENSG00000186281
2494404	STARD7-AS1	285033	NA
2494447	CIAO1	9391	ENSG00000144021
2494472	ITPRIPL1	150771	ENSG00000198885
2494484	NCAPH	23397	ENSG00000121152
2494537	ARID5A	10865	ENSG00000196843
2494579	ARID5A	10865	ENSG00000196843
2494585	ARID5A	10865	ENSG00000196843
2494598	KANSL3	55683	ENSG00000114982
2494611	FER1L5	90342	ENSG00000249715
2494631	FER1L5	90342	ENSG00000249715
2494695	FER1L5	90342	ENSG00000249715
2494697	FER1L5	90342	ENSG00000249715
2494699	FER1L5	90342	ENSG00000249715
2494701	FER1L5	90342	ENSG00000249715
2494709	CNNM4	26504	ENSG00000158158
2494749	CNNM3	26505	ENSG00000168763
2494782	CNNM3	26505	ENSG00000168763
2494813	LOC101927053	101927053	NA
2494868	GPAT2	150763	ENSG00000186281
2495028	ANKRD36B	57730	ENSG00000196912
2495121	COX5B	1329	ENSG00000135940
2495149	LINC01125	728537	ENSG00000228486
2495187	ZAP70	7535	ENSG00000115085
2495279	VWA3B	200403	ENSG00000168658
2495410	CNGA3	1261	ENSG00000144191
2495446	INPP4A	3631	ENSG00000040933
2495550	INPP4A	3631	ENSG00000040933
2495596	INPP4A	3631	ENSG00000040933
2495746	SMC3	9126	ENSG00000108055
2495748	SMC3	9126	ENSG00000108055
2495750	SMC3	9126	ENSG00000108055
2495752	SMC3	9126	ENSG00000108055
2495758	C2orf15	150590	ENSG00000273045
2495782	LIPT1	51601	ENSG00000144182
2495806	MRPL30	51263	NA
2495832	MRPL30	51263	NA
2495860	LYG1	129530	ENSG00000144214
2495881	EIF5B	9669	ENSG00000158417
2496172	LINC01104	150577	ENSG00000232084
2496251	NMS	129521	ENSG00000204640
2496280	PDCL3	79031	ENSG00000115539
2496340	LINC01849	105373507	NA
2496343	LINC01849	105373507	NA
2496345	LINC01849	105373507	NA
2496379	LOC105373508	105373508	NA
2496382	NPAS2	4862	ENSG00000170485
2496608	TBC1D8-AS1	100506286	ENSG00000272902
2496628	CNOT11	55571	ENSG00000158435
2496727	MAP4K4	9448	ENSG00000071054
2496889	LINC01127	100506328	NA
2496907	IL1R2	7850	ENSG00000115590
2496962	IL1R1	3554	ENSG00000115594
2497018	LOC100131131	100131131	NA
2497028	IL1RL2	8808	ENSG00000115598
2497082	IL1RL1	9173	ENSG00000115602
2497119	IL18R1	8809	ENSG00000115604
2497161	IL18RAP	8807	ENSG00000115607
2497201	SLC9A4	389015	ENSG00000180251
2497252	SLC9A2	6549	ENSG00000115616
2497301	TMEM182	130827	ENSG00000170417
2497653	LINC01102	150568	ENSG00000235597
2497707	LOC105373525	105373525	ENSG00000236109
2497717	LOC105373526	105373526	NA
2497731	LOC101927383	101927383	NA
2497812	POU3F3	5455	ENSG00000198914
2497892	MRPS9	64965	ENSG00000135972
2497958	LOC105373527	105373527	NA
2497974	GPR45	11250	ENSG00000135973
2498046	C2orf49	79074	ENSG00000135974
2498130	LOC105375311	105375311	NA
2498143	NCK2	8440	ENSG00000071051
2498260	LOC105373531	105373531	NA
2498274	C2orf40	84417	ENSG00000119147
2498434	LOC105373534	105373534	NA
2498443	CD8B	926	ENSG00000172116
2498489	LOC102724744	102724744	NA
2498673	LINC01886	105373537	ENSG00000224568
2498779	SULT1C2	6819	ENSG00000198203
2498793	ANAPC1	64682	ENSG00000153107
2498806	SLC5A7	60482	ENSG00000115665
2498821	SLC5A7	60482	ENSG00000115665
2498827	SULT1C3	442038	ENSG00000196228
2498911	SULT1C2	6819	ENSG00000198203
2498931	SULT1C2P1	151234	ENSG00000237223
2498951	SULT1C4	27233	ENSG00000198075
2498977	GCC2	9648	ENSG00000135968
2499037	GCC2	9648	ENSG00000135968
2499150	LIMS3	96626	ENSG00000256977
2499152	LIMS3	96626	ENSG00000256977
2499156	LIMS1	3987	NA
2499218	RGPD4	285190	ENSG00000196862
2499234	CCDC138	165055	ENSG00000163006
2499299	CCDC138	165055	ENSG00000163006
2499301	CCDC138	165055	ENSG00000163006
2499339	SH3RF3	344558	ENSG00000172985
2499521	SOWAHC	65124	ENSG00000198142
2499559	SOWAHC	65124	ENSG00000198142
2499603	RGPD5	84220	NA
2499778	GPAA1	8733	ENSG00000197858
2499780	LOC100288570	100288570	ENSG00000184115
2499782	LOC100288570	100288570	ENSG00000184115
2499784	LOC100288570	100288570	ENSG00000184115
2499786	LOC100288570	100288570	ENSG00000184115
2499788	LOC100288570	100288570	ENSG00000184115
2499812	LINC01106	151009	NA
2499820	ZNF532	55205	ENSG00000074657
2499855	ZNF532	55205	ENSG00000074657
2499857	ZNF532	55205	ENSG00000074657
2499976	LINC00116	205251	NA
2500062	LOC100506563	100506563	ENSG00000282033
2500107	LOC100506563	100506563	ENSG00000282033
2500134	LOC105373554	105373554	NA
2500165	ACOXL	55289	ENSG00000153093
2500273	ACOXL	55289	ENSG00000153093
2500275	BCL2L11	10018	ENSG00000153094
2500329	LOC101927283	101927283	NA
2500332	LOC101927283	101927283	NA
2500364	PAFAH1B1	5048	ENSG00000007168
2500368	PAFAH1B1	5048	ENSG00000007168
2500410	LINC01943	101928173	NA
2500429	LOC105374848	105374848	NA
2500550	MERTK	10461	ENSG00000153208
2500615	TMEM87B	84910	ENSG00000153214
2500667	FBLN7	129804	ENSG00000144152
2500722	ZC3H6	376940	ENSG00000188177
2500803	TTL	150465	ENSG00000114999
2500838	POLR1B	84172	ENSG00000125630
2500872	CHCHD5	84269	ENSG00000125611
2500875	CHCHD5	84269	ENSG00000125611
2500919	SLC20A1	6574	ENSG00000144136
2500976	NT5DC4	284958	ENSG00000144130
2501075	IL37	27178	ENSG00000125571
2501120	IL36G	56300	ENSG00000136688
2501140	IL36A	27179	ENSG00000136694
2501161	IL36RN	26525	ENSG00000136695
2501178	IL1F10	84639	ENSG00000136697
2501204	IL1RN	3557	ENSG00000136689
2501238	PSD4	23550	ENSG00000125637
2501317	PAX8-AS1	654433	ENSG00000189223
2501360	LOC101927400	101927400	NA
2501401	LOC101927400	101927400	NA
2501487	LINC01388	101929179	NA
2501489	LINC01388	101929179	NA
2501495	LINC01961	101927424	ENSG00000234148
2501835	DPP10	57628	ENSG00000175497
2502300	DDX18	8886	ENSG00000088205
2502359	DDX18	8886	ENSG00000088205
2502361	DDX18	8886	ENSG00000088205
2502396	LOC101929908	101929908	NA
2502409	LOC102723413	102723413	NA
2502424	INSIG2	51141	ENSG00000125629
2502686	MARCO	8685	ENSG00000019169
2502762	STEAP3	55240	ENSG00000115107
2502821	DBI	1622	ENSG00000155368
2502842	TMEM37	140738	ENSG00000171227
2502867	SCTR	6344	ENSG00000080293
2502873	LOC107105282	107105282	NA
2502882	CFAP221	200373	ENSG00000163075
2503021	PTPN4	5775	ENSG00000088179
2503096	PTPN4	5775	ENSG00000088179
2503098	PTPN4	5775	ENSG00000088179
2503109	EPB41L5	57669	ENSG00000115109
2503200	RALB	5899	ENSG00000144118
2503257	INHBB	3625	ENSG00000163083
2503374	GLI2	2736	ENSG00000074047
2503470	LOC105373587	105373587	NA
2503573	RNU4ATAC	100151683	ENSG00000264229
2503595	NIFK-AS1	254128	ENSG00000236859
2503618	TSN	7247	ENSG00000211460
2503640	LINC01823	101927801	NA
2503673	LOC105373592	105373592	NA
2503698	LOC105373592	105373592	NA
2503798	LOC105373595	105373595	NA
2503929	CNTNAP5	129684	ENSG00000155052
2504207	LINC01889	105373597	NA
2504328	GYPC	2995	ENSG00000136732
2504411	LOC101929926	101929926	ENSG00000237524
2504467	LOC105373604	105373604	NA
2504513	LOC105373605	105373605	NA
2504595	PROC	5624	ENSG00000115718
2504645	MYO7B	4648	ENSG00000169994
2504766	SFT2D3	84826	ENSG00000173349
2504883	UGGT1	56886	ENSG00000136731
2504984	UGGT1	56886	ENSG00000136731
2504987	UGGT1	56886	ENSG00000136731
2505025	LOC105373611	105373611	NA
2505084	LOC105373611	105373611	NA
2505124	LOC101927881	101927881	NA
2505264	LOC105373616	105373616	NA
2505283	LINC01856	101927924	ENSG00000237574
2505304	SSBP3	23648	ENSG00000157216
2505324	ARHGAP42	143872	ENSG00000165895
2505358	MED15P9	285103	ENSG00000223760
2505404	MZT2B	80097	ENSG00000152082
2505501	IMP4	92856	ENSG00000136718
2505608	POTEJ	653781	ENSG00000222038
2505745	CYP4F30P	100132708	ENSG00000214081
2505779	GPR148	344561	ENSG00000173302
2505793	AMER3	205147	ENSG00000178171
2505833	ARHGEF4	50649	ENSG00000136002
2505957	PLEKHB2	55041	ENSG00000115762
2506147	LOC440910	440910	ENSG00000231431
2506151	FAR2P2	100216479	NA
2506168	LINC01120	389043	NA
2506181	RHOQ	23433	ENSG00000119729
2506183	RHOQ	23433	ENSG00000119729
2506305	LINC01087	101927994	ENSG00000224559
2506425	LOC647983	647983	NA
2506429	LOC101060825	101060825	NA
2506445	LOC101060825	101060825	NA
2506511	LOC105379481	105379481	NA
2506558	FAM201B	339742	NA
2506562	FAM201B	339742	NA
2506564	FAM201B	339742	NA
2506566	FAM201B	339742	NA
2506568	GPR39	2863	ENSG00000183840
2506570	GPR39	2863	ENSG00000183840
2506612	GPR39	2863	ENSG00000183840
2506614	GPR39	2863	ENSG00000183840
2506625	LOC105373623	105373623	NA
2506659	LOC101928185	101928185	ENSG00000233729
2506713	LOC101928161	101928161	ENSG00000226953
2506885	TNFRSF21	27242	ENSG00000146072
2506903	MGAT5	4249	ENSG00000152127
2507173	ACMSD	130013	ENSG00000153086
2507209	CCNT2	905	ENSG00000082258
2507269	CCNT2	905	ENSG00000082258
2507271	CCNT2	905	ENSG00000082258
2507273	RAB3GAP1	22930	ENSG00000115839
2507362	RAB3GAP1	22930	ENSG00000115839
2507495	UBXN4	23190	ENSG00000144224
2507544	LOC100507600	100507600	ENSG00000226806
2507567	DARS-AS1	101928243	ENSG00000231890
2507604	LOC105373632	105373632	NA
2507744	THSD7B	80731	ENSG00000144229
2507896	HNMT	3176	ENSG00000150540
2507928	HNMT	3176	ENSG00000150540
2508016	SPOPL	339745	ENSG00000144228
2508123	YY1P2	647012	NA
2508147	LOC105373640	105373640	NA
2508165	LOC105373643	105373643	NA
2508178	LOC105373643	105373643	NA
2508196	LOC105373645	105373645	NA
2508520	KYNU	8942	ENSG00000115919
2508821	LOC101928386	101928386	ENSG00000232377
2508965	ZEB2-AS1	100303491	ENSG00000238057
2509000	LINC01412	101928455	NA
2509109	LOC100505498	100505498	NA
2509157	LOC100505498	100505498	NA
2509286	PABPC1P2	728773	NA
2509368	LOC105373668	105373668	NA
2509557	ACVR2A	92	ENSG00000121989
2509610	ACVR2A	92	ENSG00000121989
2509622	MBD5	55777	ENSG00000204406
2509740	MBD5	55777	ENSG00000204406
2509832	EPC2	26122	ENSG00000135999
2509895	LOC101928526	101928526	NA
2509900	KIF5C	3800	NA
2509988	LYPD6B	130576	ENSG00000150556
2510056	LYPD6	130574	ENSG00000187123
2510118	LOC101929231	101929231	ENSG00000231969
2510236	LINC01818	105373684	NA
2510317	LOC101929282	101929282	ENSG00000224048
2510464	TNFAIP6	7130	ENSG00000123610
2510485	RIF1	55183	ENSG00000080345
2510688	LOC105373689	105373689	NA
2510884	ARL6IP6	151188	ENSG00000177917
2510960	LOC105373691	105373691	NA
2510962	LOC105373691	105373691	NA
2511045	GALNT13	114805	ENSG00000144278
2511125	LOC105373693	105373693	NA
2511153	KCNJ3	3760	ENSG00000162989
2511571	LOC105373709	105373709	NA
2511603	GALNT5	11227	ENSG00000136542
2511789	UPP2	151531	ENSG00000007001
2511804	CCDC148-AS1	554201	ENSG00000227480
2511820	PKP4	8502	ENSG00000144283
2512012	DAPL1	92196	ENSG00000163331
2512055	TANC1	85461	ENSG00000115183
2512196	BTF3L4	91408	ENSG00000134717
2512311	LOC643072	643072	NA
2512330	MARCH7	64844	ENSG00000136536
2512375	LY75	4065	ENSG00000054219
2512391	LY75	4065	ENSG00000054219
2512601	TANK	10010	ENSG00000136560
2512670	LINC01806	100996579	ENSG00000227403
2512696	ZNF595	152687	ENSG00000272602
2512701	PSMD14	10213	ENSG00000115233
2512752	TBR1	10716	ENSG00000136535
2512778	LOC100130761	100130761	NA
2512790	SLC4A10	57282	ENSG00000144290
2512901	LOC101929532	101929532	ENSG00000236841
2512930	GCA	25801	ENSG00000115271
2512997	LOC101929570	101929570	ENSG00000237750
2513053	LOC105373727	105373727	NA
2513471	SCN2A	6326	ENSG00000136531
2513554	CSRNP3	80034	ENSG00000178662
2513618	CSRNP3	80034	ENSG00000178662
2513620	CSRNP3	80034	ENSG00000178662
2513622	CSRNP3	80034	ENSG00000178662
2513624	CSRNP3	80034	ENSG00000178662
2513673	TTC21B-AS1	100506134	NA
2513681	LOC102724058	102724058	ENSG00000236107
2513693	LOC101929680	101929680	ENSG00000236107
2513758	XIRP2	129446	ENSG00000163092
2513827	B3GALT1	8708	ENSG00000172318
2513925	B3GALT1	8708	ENSG00000172318
2514119	CERS6	253782	ENSG00000172292
2514122	CERS6	253782	ENSG00000172292
2514216	NOSTRIN	115677	NA
2514271	G6PC2	57818	NA
2514304	DHRS9	10170	ENSG00000073737
2514365	BBS5	129880	ENSG00000163093
2514413	KLHL41	10324	ENSG00000239474
2514441	PPIG	9360	ENSG00000138398
2514566	SSB	6741	ENSG00000138385
2514595	SSB	6741	ENSG00000138385
2514604	UBR3	130507	ENSG00000144357
2514650	UBR3	130507	ENSG00000144357
2514654	UBR3	130507	ENSG00000144357
2514656	UBR3	130507	ENSG00000144357
2514658	UBR3	130507	ENSG00000144357
2514723	UBR3	130507	ENSG00000144357
2514745	MYO3B	140469	ENSG00000071909
2514908	SP5	389058	ENSG00000204335
2514926	EIF2S2	8894	ENSG00000125977
2514938	ERICH2	285141	ENSG00000204334
2514969	GAD1	2571	ENSG00000128683
2515050	GORASP2	26003	ENSG00000115806
2515183	DCAF17	80067	ENSG00000115827
2515226	DAP3	7818	ENSG00000132676
2515238	LOC102546299	102546299	ENSG00000241956
2515240	CYBRD1	79901	ENSG00000071967
2515276	DYNC1I2	1781	ENSG00000077380
2515348	LOC105373738	105373738	NA
2515369	HAT1	8520	ENSG00000128708
2515402	METAP1D	254042	ENSG00000172878
2515459	METAP1D	254042	ENSG00000172878
2515471	DLX1	1745	ENSG00000144355
2515519	DLX2-AS1	104326193	ENSG00000236651
2515627	ITGA6	3655	ENSG00000091409
2515707	PDK1	5163	ENSG00000152256
2515774	PDK1	5163	ENSG00000152256
2515778	RAPGEF4	11069	ENSG00000091428
2515783	RAPGEF4	11069	ENSG00000091428
2515933	MAP3K20	51776	ENSG00000091436
2516023	CDCA7	83879	ENSG00000144354
2516213	LINC01960	100128905	ENSG00000260868
2516220	LINC01960	100128905	ENSG00000260868
2516222	LINC01960	100128905	ENSG00000260868
2516298	LINC01305	285084	ENSG00000231453
2516313	SP9	100131390	ENSG00000217236
2516628	LOC105373752	105373752	NA
2516780	HOXD13	3239	ENSG00000128714
2516793	HOXD12	3238	ENSG00000170178
2516807	HOXD11	3237	ENSG00000128713
2516834	HOXD10	3236	ENSG00000128710
2516853	HOXD9	3235	ENSG00000128709
2516879	HOXD8	3234	ENSG00000175879
2516953	HOXD3	3232	ENSG00000128652
2516981	HAGLROS	102800310	NA
2516992	HOXD1	3231	ENSG00000128645
2517013	MTX2	10651	ENSG00000128654
2517123	LINC01117	102724224	ENSG00000224577
2517125	LINC01117	102724224	ENSG00000224577
2517197	LOC105373756	105373756	NA
2517408	AGPS	8540	ENSG00000018510
2517549	RBM45	129831	ENSG00000155636
2517588	OSBPL6	114880	ENSG00000079156
2517665	LOC101927027	101927027	ENSG00000223960
2517694	DFNB59	494513	ENSG00000204311
2517737	PLEKHA3	65977	ENSG00000116095
2517778	TTN-AS1	100506866	ENSG00000237298
2517887	LOC101927055	101927055	ENSG00000237298
2518117	SCHLAP1	101669767	ENSG00000281131
2518121	SCHLAP1	101669767	ENSG00000281131
2518223	LINC01934	101927156	ENSG00000234663
2518272	ITGA4	3676	ENSG00000115232
2518428	SSFA2	6744	ENSG00000138434
2518488	PPP1R1C	151242	ENSG00000150722
2518583	DNAJC10	54431	ENSG00000077232
2518729	DUSP19	142679	ENSG00000162999
2518743	NUP35	129401	ENSG00000163002
2518792	LOC105373774	105373774	NA
2518865	BAG4	9530	ENSG00000156735
2518889	ZNF804A	91752	ENSG00000170396
2518950	LOC105373781	105373781	NA
2518955	LOC105373781	105373781	NA
2519020	FSIP2	401024	ENSG00000188738
2519026	FSIP2	401024	ENSG00000188738
2519034	FSIP2	401024	ENSG00000188738
2519038	FSIP2	401024	ENSG00000188738
2519079	FSIP2	401024	ENSG00000188738
2519140	ZC3H15	55854	ENSG00000065548
2519229	ITGAV	3685	ENSG00000138448
2519294	FAM171B	165215	ENSG00000144369
2519332	LOC105373786	105373786	NA
2519407	MRNIP	51149	ENSG00000161010
2519466	C18orf25	147339	ENSG00000152242
2519480	GULP1	51454	ENSG00000144366
2519577	COL3A1	1281	ENSG00000168542
2519756	WDR75	84128	ENSG00000115368
2519860	ASNSD1	54529	ENSG00000138381
2519893	ANKAR	150709	ENSG00000151687
2520049	HNRNPC	3183	ENSG00000092199
2520069	C2orf88	84281	ENSG00000187699
2520113	INPP1	3628	ENSG00000151689
2520138	MFSD6	54842	ENSG00000151690
2520191	LOC105376748	105376748	NA
2520196	LOC105376748	105376748	NA
2520225	NAB1	4664	ENSG00000138386
2520291	GLS	2744	ENSG00000115419
2520429	MYO1B	4430	ENSG00000128641
2520533	NABP1	64859	ENSG00000173559
2520611	LOC105747689	105747689	NA
2520638	LOC729254	729254	NA
2520654	LOC105373813	105373813	NA
2520742	PCGEM1	64002	ENSG00000227418
2520982	LINC01790	101927431	ENSG00000230173
2521051	SLC39A10	57181	ENSG00000196950
2521120	LOC105373819	105373819	NA
2521154	LOC101927454	101927454	NA
2521177	LOC101927482	101927482	ENSG00000229056
2521239	CCDC150	284992	ENSG00000144395
2521254	CCDC150	284992	ENSG00000144395
2521256	CCDC150	284992	ENSG00000144395
2521258	CCDC150	284992	ENSG00000144395
2521260	CCDC150	284992	ENSG00000144395
2521262	CCDC150	284992	ENSG00000144395
2521264	CCDC150	284992	ENSG00000144395
2521266	CCDC150	284992	ENSG00000144395
2521268	CCDC150	284992	ENSG00000144395
2521270	CCDC150	284992	ENSG00000144395
2521272	CCDC150	284992	ENSG00000144395
2521276	CCDC150	284992	ENSG00000144395
2521278	CCDC150	284992	ENSG00000144395
2521412	LOC105373824	105373824	NA
2521415	LOC105373824	105373824	NA
2521446	COQ10B	80219	ENSG00000115520
2521556	MARS2	92935	ENSG00000247626
2521574	PLCL1	5334	ENSG00000115896
2521764	YES1	7525	ENSG00000176105
2521878	SATB2-AS1	150538	ENSG00000225953
2521922	LINC01877	101927641	ENSG00000238217
2521997	C2orf69	205327	ENSG00000178074
2522094	SPATS2L	26010	ENSG00000196141
2522205	SPATS2L	26010	ENSG00000196141
2522212	SGO2	151246	ENSG00000163535
2522247	AOX1	316	ENSG00000138356
2522332	AOX2P	344454	NA
2522352	AOX2P	344454	NA
2522355	AOX3P-AOX2P	107161151	NA
2522384	AOX2P	344454	NA
2522389	AOX2P	344454	NA
2522391	AOX2P	344454	NA
2522393	AOX2P	344454	NA
2522400	AOX2P	344454	NA
2522407	AOX2P	344454	NA
2522409	AOX2P	344454	NA
2522411	AOX2P	344454	NA
2522416	AOX2P	344454	NA
2522420	AOX2P	344454	NA
2522422	AOX2P	344454	NA
2522424	AOX2P	344454	NA
2522439	BZW1	9689	ENSG00000082153
2522541	NIF3L1	60491	ENSG00000196290
2522543	NIF3L1	60491	ENSG00000196290
2522545	NIF3L1	60491	ENSG00000196290
2522562	LOC105373835	105373835	NA
2522598	NDUFB3	4709	ENSG00000119013
2522616	CFLAR	8837	ENSG00000003402
2522681	CFLAR	8837	ENSG00000003402
2522693	CASP10	843	ENSG00000003400
2522728	CASP8	841	ENSG00000064012
2522789	STRADB	55437	ENSG00000082146
2522916	CDK15	65061	ENSG00000138395
2523045	FZD7	8324	ENSG00000155760
2523058	KIAA2012	100652824	NA
2523097	KIAA2012	100652824	NA
2523213	BMPR2	659	ENSG00000204217
2523354	FAM117B	150864	ENSG00000138439
2523475	CARF	79800	ENSG00000138380
2523478	NBEAL1	65065	ENSG00000144426
2523538	NBEAL1	65065	ENSG00000144426
2523540	NBEAL1	65065	ENSG00000144426
2523625	NBEAL1	65065	ENSG00000144426
2523635	CYP20A1	57404	ENSG00000119004
2523686	CYP20A1	57404	ENSG00000119004
2523689	ABI2	10152	ENSG00000138443
2523754	RAPH1	65059	ENSG00000173166
2523801	CD28	940	ENSG00000178562
2523821	CD28	940	ENSG00000178562
2523855	CTLA4	1493	ENSG00000163599
2523874	ICOS	29851	ENSG00000163600
2524008	LOC105373845	105373845	NA
2524016	PARD3B	117583	ENSG00000116117
2524301	NRP2	8828	ENSG00000118257
2524542	LOC105373849	105373849	NA
2524612	GPR1-AS	101669764	NA
2524617	GPR1-AS	101669764	NA
2524653	ADAM23	8745	ENSG00000114948
2524730	FAM237A	200726	ENSG00000235118
2524743	FASTKD2	22868	ENSG00000118246
2524817	CPO	130749	ENSG00000144410
2524923	MIR7845	102465835	ENSG00000277590
2524952	LINC01802	105373852	NA
2524983	MYOSLID	105373853	NA
2524999	LOC105373851	105373851	NA
2525053	CREB1	1385	ENSG00000118260
2525098	CREB1	1385	ENSG00000118260
2525105	PLEKHM3	389072	ENSG00000178385
2525238	LOC100507443	100507443	NA
2525268	IDH1-AS1	100507475	ENSG00000231908
2525272	PIKFYVE	200576	ENSG00000115020
2525353	PTH2R	5746	ENSG00000144407
2525472	CRYGD	1421	ENSG00000118231
2525682	UNC80	285175	ENSG00000144406
2525725	UNC80	285175	ENSG00000144406
2525728	UNC80	285175	ENSG00000144406
2525732	UNC80	285175	ENSG00000144406
2525735	UNC80	285175	ENSG00000144406
2525848	UNC80	285175	ENSG00000144406
2525907	RPE	6120	ENSG00000197713
2525963	LANCL1-AS1	102724820	NA
2525987	LANCL1-AS1	102724820	NA
2525989	CPS1	1373	ENSG00000021826
2526080	CPS1-IT1	29034	ENSG00000280837
2526337	LINC01878	102725079	ENSG00000234308
2526407	LOC105373864	105373864	NA
2526419	SPAG16	79582	ENSG00000144451
2526570	VWC2L	402117	ENSG00000174453
2526609	VWC2L-IT1	100885780	ENSG00000224257
2526657	RPL10	6134	ENSG00000147403
2526668	LOC101928103	101928103	ENSG00000229267
2526759	ATIC	471	ENSG00000138363
2526806	DNAPTP3	100507488	NA
2526846	LOC102724849	102724849	ENSG00000225166
2526884	LOC102724861	102724861	NA
2526893	LINC01614	105373869	NA
2526896	LINC01614	105373869	NA
2526971	TMEM169	92691	ENSG00000163449
2527131	SMARCAL1	50485	ENSG00000138375
2527253	IGFBP2	3485	ENSG00000115457
2527268	IGFBP5	3488	ENSG00000115461
2527329	LINC01921	101928327	ENSG00000223874
2527358	CLIP1	6249	ENSG00000130779
2527523	TNS1	7145	ENSG00000079308
2527548	RUFY4	285180	ENSG00000188282
2527580	CXCR2	3579	ENSG00000180871
2527606	ARPC2	10109	ENSG00000163466
2527655	GPBAR1	151306	ENSG00000179921
2527715	CATIP	375307	ENSG00000158428
2527747	SLC11A1	6556	ENSG00000018280
2527780	SLC11A1	6556	ENSG00000018280
2527814	VIL1	7429	ENSG00000127831
2527856	CNOT9	9125	ENSG00000144580
2527895	PLCD4	84812	ENSG00000115556
2527939	BCS1L	617	ENSG00000074582
2527971	STK36	27148	ENSG00000163482
2528093	CYP27A1	1593	ENSG00000135929
2528123	LOC285181	285181	NA
2528144	WNT6	7475	ENSG00000115596
2528159	WNT10A	80326	ENSG00000135925
2528198	CDK5R2	8941	ENSG00000171450
2528213	LINC00608	151300	NA
2528223	LOC100129175	100129175	ENSG00000224090
2528275	RETREG2	79137	ENSG00000144567
2528308	ZFAND2B	130617	ENSG00000158552
2528347	ANKZF1	55139	ENSG00000163516
2528386	STK16	8576	ENSG00000115661
2528426	DNAJB2	3300	ENSG00000135924
2528471	LOC105373884	105373884	NA
2528504	SPEG	10290	ENSG00000072195
2528611	LOC100996693	100996693	ENSG00000072195
2528620	GMPPA	29926	ENSG00000144591
